Region,Province,Municipality,Location,Day,Month,Year,Type,Longitude,Latitude,Number_of_events,Group_ID,Extreme_event,Cluster_15,Cluster_30,Cluster_90,None
Piemonte,Torino,Bardonecchia,Millaures,5,5,1973,Sliding,6.72059,45.07383,1,1,True,False,False,False,False
Piemonte,Torino,Carema,Carema,8,4,1986,Fall,7.81366,45.58513,1,2,True,False,False,False,False
Piemonte,Torino,Cesana Torinese,Cesana - Claviere (tra le due località lungo la SS n. 24 del Monginevro),16,8,1998,Debris flow,6.76311,44.94608,1,3,False,False,False,False,True
Piemonte,Torino,Chianocco,Chianocco - Lungo il corso del Torrente Pianfè,29,8,1977,Debris flow,7.16755,45.16572,1,5,True,True,True,True,False
Piemonte,Torino,Exilles,Combarà - Lungo la SS n. 24 del Monginevro al km 66+100,26,3,1980,Fall,6.94608,45.10484,1,7,True,False,False,False,False
Piemonte,Torino,Exilles,Exilles - Lungo la SS n. 24  a 1 km dall'abitato,19,3,1969,Fall,6.94886,45.10667,1,8,True,False,False,False,False
Piemonte,Torino,Exilles,Morliere (Cels),14,2,1984,Fall,6.94421,45.1078,1,9,False,False,True,False,False
Piemonte,Torino,Exilles,Forte Sapè - In destra orografica della Dora Riparia a  quota 1300 m,21,6,1997,Fall,6.91973,45.08197,1,10,True,False,False,False,False
Piemonte,Torino,Front,Front,23,10,1963,Flow,7.6609,45.2811,1,11,False,False,False,False,True
Piemonte,Torino,Givoletto,Givoletto,24,6,1959,Flow,7.49901,45.1616,1,12,True,False,False,False,False
Piemonte,Torino,Gravere,Gravere - Lungo la linea ferroviaria Torino-Modane,18,2,1974,Sliding,7.0105,45.13365,2,6,True,False,False,False,False
Piemonte,Torino,Locana,Rosone,10,4,1970,Fall,7416,45.4354,1,13,True,False,False,False,False
Piemonte,Torino,Moncalieri,Moncalieri - Via Segantini,13,3,1972,Sliding,7.69524,45.00589,1,14,True,True,True,True,False
Piemonte,Torino,Parella,Parella (Comune di),5,11,1994,Flow,7.79101,45.43059,1,15,True,False,False,False,False
Piemonte,Torino,Perrero,Chiabrano - Zona ad ovest dell'abitato,20,5,1977,Flow,7.09971,44.94767,8,4,True,False,False,False,False
Piemonte,Torino,Perrero,Perrero - Zona periferica dell'abitato,20,3,1977,Debris flow,7.11373,44.94053,1,16,True,False,False,False,False
Piemonte,Torino,Pessinetto,Pessinetto,2,10,1993,Sliding,7.40635,45.29023,1,17,True,True,True,True,False
Piemonte,Torino,Prali,Prali (Comune di),20,5,1977,Sliding,7.05793,44.90597,8,4,True,False,False,False,False
Piemonte,Torino,Prali,Crosetto - Lungo la valle in prossimità dell'abitato,20,5,1977,Debris flow,7.08027,44.92724,8,4,True,False,False,False,False
Piemonte,Torino,Pramollo,Turnim,18,12,1960,Flow,7.19952,44.90713,1,18,True,False,False,False,False
Piemonte,Torino,Quincinetto,Quincinetto - Lungo la A5 all'altezza del Rio Piasco,24,9,1981,Debris flow,7.81127,45.56357,8,19,True,False,False,True,False
Piemonte,Torino,Salbertrand,Casses,15,6,1957,Sliding,6.85486,45.09986,1,20,True,False,True,False,False
Piemonte,Torino,Sant'Ambrogio di Torino,Sant'Ambrogio di Torino - Lungo la SP per la Sacra di San Michele,13,4,1998,Fall,7.35349,45.09967,1,21,True,False,False,False,False
Piemonte,Torino,Sestriere,Comba Cassen,9,6,1978,Debris flow,6.88562,44.94871,2,22,False,False,False,False,True
Piemonte,Torino,Tavagnasco,Tavagnasco - Lungo la linea ferroviaria in prossimità dell'abitato,27,5,1951,Debris flow,7.82335,45.55226,1,23,True,False,False,False,False
Piemonte,Torino,Trausella,Trausella,2,5,1977,Flow,7.76457,45.49142,1,24,True,False,False,False,False
Piemonte,Vercelli,Borgosesia,Agnona,4,11,1968,Flow,8.25784,45.72748,1,25,True,False,False,True,False
Piemonte,Vercelli,Borgosesia,Cascine,10,11,1951,Flow,8.25881,45.71736,4,26,True,True,False,False,False
Piemonte,Vercelli,Civiasco,Peracino,11,11,1951,Complex,8.29018,45.80938,4,26,True,False,False,False,False
Piemonte,Vercelli,Quarona,Quarona - Lungo la SP Cavaglia-Valmaggiore,8,5,1996,Fall,8.28384,45.76903,1,28,True,False,False,False,False
Piemonte,Vercelli,Varallo,Prati di Cervarolo - Lungo la mulattiera,4,1,1972,Fall,8.25344,45.84575,1,29,True,False,False,False,False
Piemonte,Vercelli,Varallo,Varallo - Via Garibaldi,13,11,1991,Fall,8.25785,45.81691,1,30,True,False,False,False,False
Piemonte,Vercelli,Varallo,Varallo - Via Oberdan,5,11,1994,Flow,8.25468,45.81849,2,31,True,True,False,True,False
Piemonte,Vercelli,Vocca,Chiesa - Lungo la SS n. 299 della Valsesia,16,5,1998,Fall,8.18859,45.83217,1,34,False,False,False,False,True
Piemonte,Novara,Pella,Ronco,28,3,1995,Fall,8.38127,45.82709,1,35,False,False,False,False,True
Piemonte,Novara,Pella,Pella - Lungo la strada per Ronco,5,9,1998,Fall,8.38382,45.82013,4,32,True,False,False,False,False
Piemonte,Novara,Suno,Imperio,28,5,1998,Flow,8.55829,45.6263,3,36,True,False,False,False,False
Piemonte,Cuneo,Acceglio,Villaro - Pontemaira (tra le due località),13,6,1957,Fall,6.97237,44.47731,1,37,True,False,True,True,False
Piemonte,Cuneo,Bergolo,Blangera,4,3,1978,Sliding,8.17328,44.55612,1,40,True,False,False,False,False
Piemonte,Cuneo,Castelletto Uzzone,Castelletto Uzzone,25,8,1967,Flow,8.18922,44.4937,1,41,False,False,False,False,True
Piemonte,Cuneo,Castellino Tanaro,Castellino Tanaro - Presso la stazione ferroviaria,7,1,1973,Sliding,7.97688,44.41716,1,42,True,True,False,False,False
Piemonte,Cuneo,Castellino Tanaro,Castellino Tanaro - Presso la stazione ferroviaria,23,1,1973,Sliding,7.97688,44.41716,1,43,True,False,False,False,False
Piemonte,Cuneo,Castelmagno,Castelmagno - Lungo la strada  per Chiappi e Chiotti,21,5,1977,Fall,7.19471,44.39702,1,44,True,False,False,False,False
Piemonte,Cuneo,Ceva,Ceva - Rocca del Forte lungo la linea ferroviaria,19,7,1967,Fall,8.03652,44.39014,1,45,False,False,False,False,True
Piemonte,Cuneo,Entracque,Valle Monte Colombo,29,8,1992,Debris flow,7.40602,44.15544,1,47,False,False,False,True,False
Piemonte,Cuneo,Envie,Envie,24,9,1993,Debris flow,7.37349,44.68239,1,48,True,False,False,False,False
Piemonte,Cuneo,Gottasecca,Cosana,18,4,1962,Sliding,8.19047,44.44911,1,49,True,False,False,False,False
Piemonte,Cuneo,Gottasecca,Piano,4,11,1968,Sliding,8.17076,44.46664,1,50,True,False,False,False,False
Piemonte,Cuneo,Gottasecca,Valle,12,11,1951,Flow,8.19816,44.45702,5,51,True,True,True,False,False
Piemonte,Cuneo,Rodello,Rodello - Lungo la sponda destra del Rio Mazzoni presso l'abitato,18,2,1974,Sliding,8.06092,44.63035,3,46,True,False,False,False,False
Piemonte,Cuneo,Santa Vittoria d'Alba,Santa Vittoria d'Alba - Lungo la linea ferroviaria Cavalermaggiore-Alessandria,23,2,1977,Flow,7.93243,44.69485,1,53,False,False,False,False,True
Piemonte,Cuneo,Santa Vittoria d'Alba,Santa Vittoria d'Alba - Lungo la linea ferroviaria Cavalermaggiore-Alessandria,18,5,1977,Flow,7.93243,44.69485,1,54,True,False,True,True,False
Piemonte,Cuneo,Santa Vittoria d'Alba,Santa Vittoria d'Alba Stazione - Corretti (tra le due località lungo la linea ferroviaria),24,5,1978,Flow,7.91698,44.69701,2,55,True,False,False,True,False
Piemonte,Cuneo,Torre Mondovì,Torre Mondovì (Comune di),5,11,1994,Debris flow,7.90063,44.35349,2,56,True,True,False,False,False
Piemonte,Cuneo,Valdieri,Tetti Niot - A monte di,13,6,2000,Debris flow,7.28626,44.23318,42,38,True,True,False,True,False
Piemonte,Asti,Asti,Monferrato (zona a sud di Asti),11,3,1972,Sliding,8.23536,44.86553,2,39,True,True,True,True,False
Piemonte,Asti,Asti,Boana - Bivio San Marzanotto (tra le due località lungo la SP),26,1,1997,Fall,8.20963,44.86829,1,57,False,False,False,False,True
Piemonte,Asti,Castelnuovo Belbo - Incisa Scapaccino,Castelnuovo Belbo - Incisa Scapaccino (tra le due località all'imbocco della galleria ferroviaria),13,3,1980,Flow,8.40292,44.79858,1,58,True,False,False,False,False
Piemonte,Asti,Castel Rocchero,Castel Rocchero,19,2,1992,Sliding,8.41708,44.72045,1,59,False,False,False,False,True
Piemonte,Asti,Castel Rocchero,Castel Rocchero,19,2,1972,Sliding,8.41708,44.72045,4,52,True,True,True,True,False
Piemonte,Asti,Cessole,Le Rocche di Cessole - Lungo la SS n. 29,9,3,1972,Fall,8.24691,44.64717,2,60,True,True,True,True,False
Piemonte,Asti,Montabone,Montabone,27,8,1968,Fall,8.39301,44.69933,1,61,True,False,False,False,False
Piemonte,Asti,Montaldo Scarampi,Montaldo Scarampi,23,3,1965,Complex,8.25981,44.8303,1,62,False,False,False,False,True
Piemonte,Asti,Vinchio,Vinchio - Lungo la SP per Vaglio Serra,18,2,1972,Debris flow,8.32976,44.80691,4,52,True,True,True,True,False
Piemonte,Alessandria,Acqui Terme,Acqui Terme - Lungo il corso del Torrente Caliogna,20,3,1977,Sliding,8.48099,44.68715,1,64,True,False,False,False,False
Piemonte,Alessandria,Cabella Ligure,Montaldo di Cosola,11,11,1976,Debris flow,9.17957,44.67154,1,65,True,True,True,True,False
Piemonte,Alessandria,Cantalupo Ligure,Cantalupo Ligure - Lungo la SP Val Borbera poco dopo l'abitato,11,2,1977,Flow,9.04856,44.71634,1,66,False,False,False,False,True
Piemonte,Alessandria,Cantalupo Ligure,Costa,8,9,1995,Fall,9.03573,44.7451,1,67,True,False,False,False,False
Piemonte,Alessandria,Cremolino,San Biagio,15,10,1966,Sliding,8.54794,44.63039,2,68,True,True,True,True,False
Piemonte,Alessandria,Lerma,Mond'Ovile,19,3,1978,Fall,8.73601,44.60084,1,69,False,False,False,False,True
Piemonte,Alessandria,Melazzo,Melazzo,7,10,1977,Flow,8.42732,44.64595,17,63,True,False,False,False,False
Piemonte,Alessandria,Molare,Le Binelle,12,11,1951,Fall,8.61157,44.58241,5,51,True,True,True,False,False
Piemonte,Alessandria,Mornese,Mornese - Lungo la strada per Bosio,7,10,1977,Debris flow,8.76833,44.64691,17,63,True,False,False,False,False
Piemonte,Alessandria,Orsara Bormida,Orsara Bormida,16,12,1987,Fall,8.56026,44.69431,1,70,False,False,False,False,True
Piemonte,Alessandria,Orsara Bormida,Orsara Bormida,24,8,1987,Flow,8.56026,44.69431,1,71,True,False,False,False,False
Piemonte,Alessandria,Orsara Bormida,Orsara Bormida,7,10,1977,Complex,8.56026,44.69431,17,63,True,False,False,False,False
Piemonte,Alessandria,Ovada,Grillano,8,3,1985,Sliding,8.61303,44.64058,1,72,True,False,False,False,False
Piemonte,Alessandria,Ponti,Cravarezza (Chiesa Vecchia),19,2,1972,Fall,8.36181,44.63963,4,52,True,True,True,True,False
Piemonte,Alessandria,Terzo,Terzo - Lungo la SS n. 30 in prossimità dell'abitato,17,5,1954,Fall,8.41244,44.66895,1,73,True,False,False,False,False
Piemonte,Alessandria,Trisobbio,Trisobbio  - Zona in prossimità dell'abitato,7,10,1977,Sliding,8.59058,44.6617,17,63,True,False,False,False,False
Piemonte,Biella,Lessona,Lessona - Via Roma,5,10,1992,Debris flow,8.19301,45.59068,1,74,True,True,False,False,False
Piemonte,Biella,Pray,Pray - Lungo la strada per Ponzone,4,1,1997,Fall,8.19819,45.65853,1,75,False,True,False,False,False
Piemonte,Verbano-Cusio-Ossola,Arola,Arola - Lungo la SP,2,7,1998,Fall,8.35944,45.81225,1,76,True,False,False,True,False
Piemonte,Verbano-Cusio-Ossola,Baveno,Baveno - Lungo il Torrente Selva Spessa,8,7,1996,Debris flow,8.48992,45.91048,6,77,True,True,False,False,False
Piemonte,Verbano-Cusio-Ossola,Beura-Cardezza,Cuzzego - Lungo il Torrente La Valle,7,8,1978,Debris flow,8.28362,46.05429,7,33,True,True,False,True,False
Piemonte,Verbano-Cusio-Ossola,Bognanco,Bognanco - Lungo la SP della Valle Bognanco all'imbocco della valle,14,11,1997,Fall,8.20883,46.12394,1,78,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Calasca-Castiglione,Castiglione - Molini (tra le due località lungo la SS n. 549 di Macugnana),17,5,1995,Fall,8.20859,46018,1,79,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Cannero Riviera,Cassino di Cannero - Lungo la SS n. 34 del Lago Maggiore,19,8,1997,Fall,8.66687,46.01186,1,80,False,False,False,False,True
Piemonte,Verbano-Cusio-Ossola,Crevoladossola,Crevoladossola - Lungo la SS n. 33 al km 129+300,7,10,1977,Fall,8.2887,46.15918,2,81,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Druogno,Druogno - Lungo la Valle di Albogno,7,8,1978,Sliding,8.42308,46.13923,7,33,True,True,False,True,False
Piemonte,Verbano-Cusio-Ossola,Druogno,Paiesco - Lungo la SS n. 337 della Val Vigezzo al km 7,29,5,1998,Fall,8.37778,46.12881,3,36,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Masera,Masera - Lungo la SS n. 337 della Val Vigezzo al km 4,23,4,1995,Fall,8.3357,46.13122,1,84,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Omegna,Omegna - Lungo la strada per Nonio e Cesara,22,6,1997,Fall,8.39198,45.86506,1,85,True,True,True,False,False
Piemonte,Verbano-Cusio-Ossola,Re,Re - Lungo la linea ferroviaria,12,7,1961,Debris flow,8.55322,46.13223,2,83,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Re,Re - Lungo la SS n. 337 Vigezzina,2,11,1968,Fall,8.57179,46.13992,1,86,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Trasquera,Paglino - Lungo la SS del Sempione all'altezza dell'imbocco della galleria ferroviaria,1,6,1997,Fall,8.15929,46.19837,1,87,False,False,False,False,True
Piemonte,Verbano-Cusio-Ossola,Trontano,Cosasca,7,8,1978,Flow,8.32179,46.10035,7,33,True,True,False,True,False
Piemonte,Verbano-Cusio-Ossola,Valstrona,Valstrona (Comune di),6,10,1998,Fall,8.33158,45.90615,3,27,True,False,False,False,False
Piemonte,Verbano-Cusio-Ossola,Valstrona,Fornero,7,10,1977,Debris flow,8.33693,45.90595,2,81,True,False,False,True,False
Piemonte,Verbano-Cusio-Ossola,Valstrona,Forno - Campello Monti (tra le due località lungo la SP),1,5,1996,Fall,8.24676,45.93496,1,88,False,False,False,False,True
Piemonte,Verbano-Cusio-Ossola,Villadossola,Villadossola,5,11,1994,Debris flow,8.26335,46.07127,2,31,True,True,False,True,False
Valle d'Aosta,Aosta,Antey-Saint-Andrè,Buisson - Lungo la SS n. 406 per Cervinia,6,10,1993,Fall,7.59995,45.83246,3,89,True,True,True,False,False
Valle d'Aosta,Aosta,Antey-Saint-Andrè,Buisson - Lungo la SS n. 406,8,10,1993,Fall,7.59995,45.83246,1,90,True,True,True,False,False
Valle d'Aosta,Aosta,Antey-Saint-Andrè,"Antey-Saint-Andrè - Camping \Cervino\""""",1,4,1998,Fall,7.58914,45.80725,1,91,False,False,False,False,True
Valle d'Aosta,Aosta,Avise,Avise - Lungo la strada Avise-Cerellaz,23,1,1994,Fall,7.13549,45.71221,1,92,False,False,True,False,False
Valle d'Aosta,Aosta,Aymavilles,Pondel - Poco dopo il bivio di Ozein lungo la SC per Epinel,7,11,1997,Fall,7.23171,45.68937,1,93,True,False,False,False,False
Valle d'Aosta,Aosta,Bionaz,Chemen,8,6,1952,Fall,7.45826,45.88878,1,94,False,False,False,False,True
Valle d'Aosta,Aosta,Brusson,Extrapieraz - Lungo la strada della Valle d'Ayas,28,8,1997,Fall,7.70038,45.78127,1,95,True,True,False,True,False
Valle d'Aosta,Aosta,Cogne,Epinel,22,6,1992,Flow,7.32465,45.63129,1,96,True,True,True,False,False
Valle d'Aosta,Aosta,Cogne,Cogne - Lungo la SR,16,11,2000,Fall,7.30951,45.63896,1,97,True,False,False,False,False
Valle d'Aosta,Aosta,Courmayeur,Lago Miage,9,8,1996,Fall,6.86859,45.77818,1,98,True,False,False,False,False
Valle d'Aosta,Aosta,Fenis,Monte San Giuliano,14,10,2000,Complex,7.49224,45.72441,1,99,True,False,False,False,False
Valle d'Aosta,Aosta,Fontainemore,Fontainemore - Presso il cimitero,25,9,1993,Complex,7.86088,45.65026,1,100,True,False,False,False,False
Valle d'Aosta,Aosta,Montjovet,Montjovet - Lungo la linea ferroviaria nei pressi dell'abitato,21,3,1980,Fall,7.66813,45.71984,1,102,False,False,False,False,True
Valle d'Aosta,Aosta,Pontboset,Pontboset - Lungo la SR per Champorcher,24,4,1995,Fall,7.66598,45.62214,2,101,True,False,False,False,False
Valle d'Aosta,Aosta,Pontey,Pontey - Lungo la SC per Chambave,11,9,1998,Fall,7.57852,45.74289,1,103,True,False,False,False,False
Valle d'Aosta,Aosta,Prè-Saint-Didier,Monte Crammont,21,7,1978,Fall,6.94951,45.76128,1,104,True,False,False,False,False
Valle d'Aosta,Aosta,Roisan,Roisan - Lungo la strada all'altezza del bivio per il Pont de Batse,6,10,1992,Flow,7.30822,45.79295,1,105,True,False,False,False,False
Valle d'Aosta,Aosta,Sarre,Sarre - Lungo la SS n. 26,27,9,1991,Fall,7.25345,45.71328,1,106,True,False,False,False,False
Valle d'Aosta,Aosta,Sarre,Sarre - Lungo la SS n. 26 sotto il castello,26,5,1995,Fall,7.25345,45.71328,1,107,True,False,False,False,False
Valle d'Aosta,Aosta,Torgnon,Champagnod,30,11,1982,Fall,7565,45.79299,1,108,True,False,False,False,False
Valle d'Aosta,Aosta,Torgnon,Torgnon - Lungo la SR,3,9,1998,Fall,7.57425,45.79901,1,109,False,False,False,False,True
Valle d'Aosta,Aosta,Valsavarenche,Plan de Pesse - Lungo la SR per Valsavarenche,4,6,1998,Fall,7.21127,45.53888,1,110,True,False,False,False,False
Valle d'Aosta,Aosta,Valtournenche,Cervinia,23,9,1995,Fall,7.63252,45.93585,1,111,True,False,False,False,False
Valle d'Aosta,Aosta,Verres,Verres - Lungo la SS n. 26 presso il ponte sulla Dora verso Torille,14,9,1994,Fall,7.67558,45.68387,1,112,True,False,False,False,False
Lombardia,Varese,Caravate,Caravate - Via Buozzi,5,4,1992,Fall,8.67634,45.87993,1,113,True,False,False,False,False
Lombardia,Varese,Induno Olona,Induno Olona (Comune di),2,6,1992,Flow,8.84194,45.85355,1,114,True,False,False,False,False
Lombardia,Varese,Varese,Varese - Lungo la strada che porta al Borgo prima del bivio per Campo dei Fiori,28,6,1997,Flow,8.80349,45.85632,1,116,True,True,False,False,False
Lombardia,Como,Carate Urio - Moltrasio,Carate Urio - Lungo la SS n. 340 Regina verso Moltrasio,8,7,1996,Fall,9.11136,45.86738,6,77,True,True,False,False,False
Lombardia,Como,Cermenate,Cermenate - Asnago (tra le due località),25,9,1993,Debris flow,9.09038,45.70288,2,120,True,False,True,False,False
Lombardia,Como,Colonno,Colonno - Lungo  la SS n. 340 Regina,16,8,1966,Fall,9149,45.9567,1,121,True,False,False,True,False
Lombardia,Como,Colonno,Colonno - Lungo  la SS n. 340 Regina,1,2,1996,Fall,9149,45.9567,2,117,False,False,False,False,True
Lombardia,Como,Colonno,Colonno - Lungo la SS n. 340 Regina,6,11,2000,Fall,9149,45.9567,2,118,True,False,True,False,False
Lombardia,Como,Dongo,Mossanzonico,26,1,1996,Fall,9.28419,46.13681,1,122,False,False,False,False,True
Lombardia,Como,Porlezza,Porlezza - Monte Calbiga,9,7,1996,Flow,9.15062,46.01182,6,77,True,True,False,False,False
Lombardia,Como,Tremezzo,Tremezzo,28,12,1965,Sliding,9.22887,45.98587,1,123,False,False,False,False,True
Lombardia,Sondrio,Ardenno,Ardenno,3,7,1998,Flow,9.65334,46.17305,1,126,True,False,True,True,False
Lombardia,Sondrio,Ardenno,Gaggio,26,6,1998,Debris flow,9.66103,46.18051,1,127,False,False,True,True,False
Lombardia,Sondrio,Bormio,Bormio - Lungo la SS n. 38 dello Stelvio,17,7,1997,Fall,10.36421,46.50675,1,128,True,False,True,True,False
Lombardia,Sondrio,Cosio Valtellino,Regoledo,27,7,1987,Fall,9.55292,46.13203,1,129,False,True,True,True,False
Lombardia,Sondrio,Dubino,Dubino,16,11,2000,Flow,9.46271,46.1551,1,130,True,True,False,True,False
Lombardia,Sondrio,Gordona,Gordona,23,7,1987,Sliding,9.36421,46.29314,13,125,True,False,False,True,False
Lombardia,Sondrio,Grosio,Grosio (Comune di),8,10,1993,Flow,10.2737,46.29865,1,131,True,True,True,False,False
Lombardia,Sondrio,Grosio,Case di Dentro,1,6,1995,Fall,10.29326,46.31261,2,132,True,False,False,False,False
Lombardia,Sondrio,Lanzada,Cavaglia,17,7,1991,Flow,9.89696,46.25758,1,133,True,False,False,False,False
Lombardia,Sondrio,Morbegno,Morbegno - Lungo la strada per Albaredo,29,3,1995,Fall,9.57668,46.11543,1,134,False,False,False,False,True
Lombardia,Sondrio,Piuro,Piuro,20,7,1987,Fall,9.42947,46.32815,13,125,True,False,False,False,False
Lombardia,Sondrio,Samolaco,Riva - A monte dell'abitato,15,3,1974,Fall,9.4413,46.23047,1,136,False,False,False,False,True
Lombardia,Sondrio,San Giacomo Filippo,Olmo - San Bernardo (tra le due località),8,7,1987,Sliding,9.36261,46.34514,1,137,False,False,False,False,True
Lombardia,Sondrio,Sondalo,Verzedo,9,8,1982,Fall,10.35544,46.36857,1,138,True,True,True,True,False
Lombardia,Sondrio,Sondrio,Gombaro - Lungo la SC per Ponchiera,6,5,1997,Fall,9.87265,46.18224,1,139,True,False,False,False,False
Lombardia,Sondrio,Sondrio,Ronchi - Lungo la SP n. 15 per la Valmalenco,10,4,1998,Fall,9.87353,46.19471,1,140,True,False,False,False,False
Lombardia,Sondrio,Spriana,Spriana,2,10,1960,Fall,9.86801,46.21931,2,141,True,False,True,False,False
Lombardia,Sondrio,Torre di Santa Maria,Torre di Santa Maria,13,10,1993,Fall,9.85124,46.23434,1,142,True,True,True,False,False
Lombardia,Sondrio,Valdisotto,Valdisotto - Lungo la SP della Val Pola (pista bassa),15,1,1996,Fall,10.35518,46.38428,1,143,False,False,False,False,True
Lombardia,Sondrio,Valdisotto,Val Pola - Lungo la SS n. 38,26,6,1997,Fall,10.35527,46.39339,3,145,True,True,True,True,False
Lombardia,Sondrio,Valfurva,Niblogo,18,7,1987,Sliding,10.43283,46.46554,1,146,True,True,True,False,False
Lombardia,Sondrio,Val Masino,Valbiore,22,3,1977,Fall,9.66221,46.21773,1,147,True,False,False,False,False
Lombardia,Sondrio,Val Masino,Valbiore,23,11,1991,Fall,9.66221,46.21773,2,148,False,False,False,False,True
Lombardia,Sondrio,Val Masino,Valbiore,24,11,1991,Fall,9.66221,46.21773,2,148,False,False,False,False,True
Lombardia,Bergamo,Ardesio,Ardesio - Via Valle,10,9,1993,Flow,9.93196,45.93752,1,149,True,False,False,False,False
Lombardia,Bergamo,Aviatico,Col di Bates - Poco sotto la località sul versante settentrionale del Monte Rena,10,7,1972,Debris flow,9.80173,45.79004,2,150,False,True,True,True,False
Lombardia,Bergamo,Colzate,Bondo di Colzate,14,9,1976,Sliding,9.85537,45.8391,1,152,True,False,True,True,False
Lombardia,Bergamo,Fuipiano Valle Imagna,Fuipiano Valle Imagna (Comune di),8,10,1993,Debris flow,9.52701,45.85071,1,153,True,True,True,False,False
Lombardia,Bergamo,Gazzaniga,Case Masserini di Orezzo,10,7,1972,Complex,9.82304,45.80622,2,150,False,True,True,True,False
Lombardia,Bergamo,Mezzoldo,Mezzoldo,15,10,1987,Sliding,9.66644,46.01257,1,154,True,True,False,False,False
Lombardia,Bergamo,Ponte Nossa,Nossa - Ponte Selva di Parre (tra le due località),25,6,1959,Flow,9.89322,45.87069,2,155,False,False,True,True,False
Lombardia,Bergamo,San Giovanni Bianco,San Giovanni Bianco - Via Boselli,19,10,1993,Flow,9.65758,45.87447,1,156,True,True,True,True,False
Lombardia,Bergamo,San Pellegrino Terme,San Pellegrino Terme,5,9,1998,Fall,9.66532,45.83793,4,151,True,False,False,False,False
Lombardia,Bergamo,San Pellegrino Terme,San Pellegrino Terme - Nei pressi della galleria paravalanghe,5,1,1996,Fall,9.66967,45.84604,1,157,False,False,False,False,True
Lombardia,Bergamo,Valbondione,Fiumenero (Monte Cornalta),9,4,1992,Fall,9.95721,46.02206,1,158,True,False,False,False,False
Lombardia,Brescia,Angolo Terme,Anfurro,30,12,1973,Fall,10.14492,45.87898,1,159,True,False,False,False,False
Lombardia,Brescia,Brescia,Mompiano - Via Cave,8,12,1992,Fall,10.24164,45.57031,1,160,True,False,False,False,False
Lombardia,Brescia,Capo di Ponte,Zurla - Lungo la linea ferroviaria Breno-Capo di Ponte,24,12,1996,Fall,10.34768,46.02752,1,161,False,False,False,False,True
Lombardia,Brescia,Collio,Dosso dei Galli - Lungo la SS n. 345,15,6,1996,Fall,10.35279,45.81083,1,162,False,False,False,False,True
Lombardia,Brescia,Corteno Golgi,Galleno,5,12,1992,Debris flow,10.23377,46.16763,1,163,True,False,False,False,False
Lombardia,Brescia,Corteno Golgi,Ronco di Corteno Golgi,2,11,1992,Fall,10.25063,46.17025,2,164,False,False,False,False,True
Lombardia,Brescia,Darfo Boario Terme,Corna - Lungo la ex SS n. 42 e la linea ferroviaria Brescia-Iseo-Edolo,20,4,1998,Fall,10.18121,45.88816,1,165,False,True,False,False,False
Lombardia,Brescia,Esine,Esine - Via Pittore Nodari,21,6,1996,Fall,10.25597,45.92626,1,166,True,False,False,False,False
Lombardia,Brescia,Malegno,Valarno - Lungo la strada per Ossimo e Borno,2,11,1998,Fall,10.26105,45.95247,1,167,False,False,False,False,True
Lombardia,Brescia,Sarezzo,Noboli - Via San Bernardino,4,1,1997,Fall,10.19368,45.66227,1,168,True,True,True,True,False
Lombardia,Brescia,Sarezzo,Ponte Zanano - Via Marconi,30,6,1997,Fall,10.18864,45.67343,1,169,True,True,True,False,False
Lombardia,Brescia,Tignale,Tignale - Campione (tra le due località lungo la Gardesana),24,4,1977,Fall,10.74483,45.74834,1,170,False,False,False,False,True
Lombardia,Brescia,Toscolano-Maderno,Toscolano-Maderno - Lungo la Gardesana occidentale in prossimità del capoluogo,6,4,1958,Fall,10.59746,45.63657,1,171,True,False,False,False,False
Lombardia,Pavia,Bagnaria,Casa Galeotti,11,1,1996,Flow,9.14198,44.8203,1,172,True,False,True,False,False
Lombardia,Pavia,Brallo di Pregola,Corbesassi,29,4,1992,Fall,9.27412,44.70946,1,173,False,False,False,False,True
Lombardia,Pavia,Varzi,San Martino,8,2,1996,Sliding,9.22643,44.80704,1,174,False,True,False,True,False
Lombardia,Lecco,Abbadia Lariana,Piani Resinelli - Vecchia casa cantoniera ai margini della frazione,12,5,1996,Fall,9.39238,45.90546,1,175,False,True,False,False,False
Lombardia,Lecco,Calolziocorte,Calolziocorte - Lungo la strada per Erve,25,9,1993,Fall,9.44645,45.81405,2,120,True,False,False,False,False
Lombardia,Lecco,Civate,Civate - Via alla Volta,18,11,1996,Fall,9.34412,45.82812,1,176,True,True,False,False,False
Lombardia,Lecco,Dervio,Dervio - Lungo la SS n. 36 nei pressi dell'abitato,26,2,1972,Fall,9.30934,46.08124,1,177,False,True,True,False,False
Lombardia,Lecco,Dervio,Dervio - Lungo la SS n. 36 nei pressi dell'abitato,28,11,1970,Fall,9.30934,46.08124,1,178,False,False,False,False,True
Lombardia,Lecco,Dervio,Dervio - Lungo la SS n. 36 nei pressi dell'abitato,5,12,1970,Fall,9.30934,46.08124,1,179,True,False,False,False,False
Lombardia,Lecco,Lecco,Chiuso di Lecco - Via del Sarto,25,10,1993,Fall,9.42202,45.82429,1,180,True,True,True,True,False
